Zeit in s;Spannung in V;1.5 V LR03 (AAA Alkali-Mangan)
12959;1.03;
12960;1.031;
12961;1.03;
12962;1.031;
12963;1.03;
12964;1.03;
12965;1.03;
12966;1.03;
12967;1.03;
12968;1.03;
12969;1.03;
12970;1.029;
12971;1.03;
12972;1.03;
12973;1.03;
12974;1.03;
12975;1.03;
12976;1.03;
12977;1.03;
12978;1.029;
12979;1.03;
12980;1.03;
12981;1.03;
12982;1.03;
12983;1.03;
12984;1.029;
12985;1.029;
12986;1.029;
12987;1.029;
12988;1.03;
12989;1.03;
12990;1.03;
12991;1.03;
12992;1.029;
12993;1.029;
12994;1.03;
12995;1.029;
12996;1.029;
12997;1.03;
12998;1.029;
12999;1.029;
13000;1.029;
13001;1.028;
13002;1.029;
13003;1.029;
13004;1.028;
13005;1.029;
13006;1.028;
13007;1.029;
13008;1.029;
13009;1.029;
13010;1.029;
13011;1.028;
13012;1.028;
13013;1.028;
13014;1.028;
13015;1.028;
13016;1.028;
13017;1.028;
13018;1.028;
13019;1.028;
13020;1.027;
13021;1.028;
13022;1.028;
13023;1.028;
13024;1.028;
13025;1.028;
13026;1.027;
13027;1.028;
13028;1.027;
13029;1.028;
13030;1.028;
13031;1.027;
13032;1.028;
13033;1.028;
13034;1.026;
13035;1.027;
13036;1.027;
13037;1.027;
13038;1.027;
13039;1.027;
13040;1.027;
13041;1.027;
13042;1.026;
13043;1.026;
13044;1.026;
13045;1.026;
13046;1.026;
13047;1.026;
13048;1.026;
13049;1.026;
13050;1.026;
13051;1.026;
13052;1.026;
13053;1.027;
13054;1.026;
13055;1.026;
13056;1.026;
13057;1.026;
13058;1.025;
13059;1.026;
13060;1.026;
13061;1.025;
13062;1.025;
13063;1.026;
13064;1.026;
13065;1.026;
13066;1.025;
13067;1.025;
13068;1.025;
13069;1.025;
13070;1.025;
13071;1.026;
13072;1.025;
13073;1.025;
13074;1.025;
13075;1.025;
13076;1.025;
13077;1.025;
13078;1.024;
13079;1.025;
13080;1.025;
13081;1.025;
13082;1.025;
13083;1.024;
13084;1.024;
13085;1.025;
13086;1.025;
13087;1.025;
13088;1.024;
13089;1.026;
13090;1.024;
13091;1.023;
13092;1.024;
13093;1.024;
13094;1.024;
13095;1.024;
13096;1.024;
13097;1.024;
13098;1.024;
13099;1.024;
13100;1.024;
13101;1.024;
13102;1.024;
13103;1.024;
13104;1.024;
13105;1.024;
13106;1.023;
13107;1.023;
13108;1.023;
13109;1.024;
13110;1.023;
13111;1.023;
13112;1.023;
13113;1.024;
13114;1.022;
13115;1.023;
13116;1.022;
13117;1.023;
13118;1.023;
13119;1.023;
13120;1.023;
13121;1.022;
13122;1.023;
13123;1.023;
13124;1.022;
13125;1.022;
13126;1.022;
13127;1.022;
13128;1.022;
13129;1.022;
13130;1.021;
13131;1.022;
13132;1.022;
13133;1.022;
13134;1.022;
13135;1.023;
13136;1.022;
13137;1.022;
13138;1.022;
13139;1.022;
13140;1.021;
13141;1.021;
13142;1.021;
13143;1.021;
13144;1.021;
13145;1.022;
13146;1.021;
13147;1.02;
13148;1.021;
13149;1.021;
13150;1.021;
13151;1.021;
13152;1.021;
13153;1.021;
13154;1.02;
13155;1.021;
13156;1.021;
13157;1.021;
13158;1.021;
13159;1.02;
13160;1.021;
13161;1.021;
13162;1.021;
13163;1.02;
13164;1.021;
13165;1.021;
13166;1.02;
13167;1.02;
13168;1.02;
13169;1.02;
13170;1.02;
13171;1.02;
13172;1.02;
13173;1.02;
13174;1.02;
13175;1.02;
13176;1.02;
13177;1.02;
13178;1.02;
13179;1.019;
13180;1.019;
13181;1.02;
13182;1.02;
13183;1.02;
13184;1.02;
13185;1.019;
13186;1.02;
13187;1.019;
13188;1.019;
13189;1.019;
13190;1.019;
13191;1.019;
13192;1.019;
13193;1.02;
13194;1.019;
13195;1.018;
13196;1.019;
13197;1.019;
13198;1.019;
13199;1.019;
13200;1.02;
13201;1.018;
13202;1.019;
13203;1.018;
13204;1.018;
13205;1.018;
13206;1.019;
13207;1.018;
13208;1.018;
13209;1.018;
13210;1.018;
13211;1.018;
13212;1.018;
13213;1.018;
13214;1.018;
13215;1.017;
13216;1.017;
13217;1.017;
13218;1.017;
13219;1.017;
13220;1.017;
13221;1.017;
13222;1.017;
13223;1.018;
13224;1.017;
13225;1.017;
13226;1.017;
13227;1.017;
13228;1.017;
13229;1.017;
13230;1.017;
13231;1.016;
13232;1.016;
13233;1.016;
13234;1.016;
13235;1.017;
13236;1.017;
13237;1.017;
13238;1.016;
13239;1.017;
13240;1.016;
13241;1.016;
13242;1.017;
13243;1.016;
13244;1.016;
13245;1.016;
13246;1.017;
13247;1.016;
13248;1.016;
13249;1.016;
13250;1.016;
13251;1.016;
13252;1.016;
13253;1.016;
13254;1.016;
13255;1.016;
13256;1.016;
13257;1.016;
13258;1.016;
13259;1.016;
13260;1.015;
13261;1.015;
13262;1.015;
13263;1.015;
13264;1.015;
13265;1.016;
13266;1.015;
13267;1.015;
13268;1.016;
13269;1.015;
13270;1.015;
13271;1.015;
13272;1.015;
13273;1.014;
13274;1.014;
13275;1.014;
13276;1.014;
13277;1.015;
13278;1.014;
13279;1.013;
13280;1.013;
13281;1.014;
13282;1.013;
13283;1.014;
13284;1.013;
13285;1.015;
13286;1.014;
13287;1.013;
13288;1.013;
13289;1.014;
13290;1.014;
13291;1.014;
13292;1.013;
13293;1.014;
13294;1.013;
13295;1.013;
13296;1.013;
13297;1.013;
13298;1.012;
13299;1.013;
13300;1.012;
13301;1.013;
13302;1.013;
13303;1.013;
13304;1.013;
13305;1.013;
13306;1.013;
13307;1.012;
13308;1.012;
13309;1.013;
13310;1.013;
13311;1.012;
13312;1.013;
13313;1.013;
13314;1.012;
13315;1.012;
13316;1.012;
13317;1.012;
13318;1.012;
13319;1.011;
13320;1.012;
13321;1.012;
13322;1.012;
13323;1.011;
13324;1.012;
13325;1.011;
13326;1.011;
13327;1.011;
13328;1.011;
13329;1.011;
13330;1.012;
13331;1.011;
13332;1.01;
13333;1.011;
13334;1.011;
13335;1.011;
13336;1.011;
13337;1.011;
13338;1.01;
13339;1.01;
13340;1.01;
13341;1.011;
13342;1.01;
13343;1.01;
13344;1.01;
13345;1.01;
13346;1.01;
13347;1.01;
13348;1.01;
13349;1.01;
13350;1.01;
13351;1.01;
13352;1.009;
13353;1.009;
13354;1.01;
13355;1.01;
13356;1.01;
13357;1.009;
13358;1.009;
13359;1.01;
13360;1.009;
13361;1.009;
13362;1.009;
13363;1.009;
13364;1.008;
13365;1.008;
13366;1.009;
13367;1.009;
13368;1.008;
13369;1.008;
13370;1.009;
13371;1.009;
13372;1.008;
13373;1.009;
13374;1.008;
13375;1.009;
13376;1.008;
13377;1.008;
13378;1.007;
13379;1.008;
13380;1.008;
13381;1.008;
13382;1.008;
13383;1.007;
13384;1.007;
13385;1.008;
13386;1.007;
13387;1.007;
13388;1.007;
13389;1.007;
13390;1.007;
13391;1.008;
13392;1.007;
13393;1.007;
13394;1.007;
13395;1.008;
13396;1.007;
13397;1.006;
13398;1.007;
13399;1.007;
13400;1.006;
13401;1.007;
13402;1.006;
13403;1.006;
13404;1.005;
13405;1.006;
13406;1.006;
13407;1.006;
13408;1.006;
13409;1.006;
13410;1.006;
13411;1.006;
13412;1.005;
13413;1.006;
13414;1.005;
13415;1.005;
13416;1.005;
13417;1.006;
13418;1.005;
13419;1.005;
13420;1.006;
13421;1.005;
13422;1.004;
13423;1.005;
13424;1.005;
13425;1.005;
13426;1.005;
13427;1.004;
13428;1.005;
13429;1.004;
13430;1.005;
13431;1.005;
13432;1.004;
13433;1.004;
13434;1.004;
13435;1.004;
13436;1.004;
13437;1.004;
13438;1.004;
13439;1.004;
13440;1.004;
13441;1.004;
13442;1.004;
13443;1.003;
13444;1.004;
13445;1.004;
13446;1.004;
13447;1.003;
13448;1.004;
13449;1.003;
13450;1.004;
13451;1.003;
13452;1.003;
13453;1.003;
13454;1.003;
13455;1.003;
13456;1.002;
13457;1.002;
13458;1.003;
13459;1.002;
13460;1.002;
13461;1.002;
13462;1.002;
13463;1.002;
13464;1.002;
13465;1.002;
13466;1.002;
13467;1.002;
13468;1.002;
13469;1.002;
13470;1.002;
13471;1.002;
13472;1.002;
13473;1.001;
13474;1.002;
13475;1.001;
13476;1.002;
13477;1.001;
13478;1.002;
13479;1.001;
13480;1.001;
13481;1.001;
13482;1.002;
13483;1.001;
13484;1.001;
13485;1.001;
13486;1.001;
13487;1;
13488;1.001;
13489;1.001;
13490;1.001;
13491;1;
13492;1.001;
13493;1;
13494;1.001;
13495;1.001;
13496;1;
13497;1;
13498;1;
13499;1;
13500;1;
13501;1;
13502;1;
13503;1;
13504;1;
13505;0.999;
13506;0.999;
13507;0.999;
13508;1;
13509;1;
13510;1;
13511;1;
13512;0.999;
13513;1;
13514;0.999;
13515;0.998;
13516;0.999;
13517;0.998;
13518;0.999;
13519;0.998;
13520;0.998;
13521;0.998;
13522;0.998;
13523;0.997;
13524;0.998;
13525;0.998;
13526;0.998;
13527;0.997;
13528;0.998;
13529;0.998;
13530;0.998;
13531;0.998;
13532;0.997;
13533;0.997;
13534;0.997;
13535;0.997;
13536;0.997;
13537;0.996;
13538;0.997;
13539;0.997;
13540;0.996;
13541;0.997;
13542;0.997;
13543;0.997;
13544;0.997;
13545;0.996;
13546;0.996;
13547;0.996;
13548;0.996;
13549;0.996;
13550;0.996;
13551;0.995;
13552;0.996;
13553;0.996;
13554;0.996;
13555;0.995;
13556;0.996;
13557;0.995;
13558;0.995;
13559;0.995;
13560;0.996;
13561;0.995;
13562;0.996;
13563;0.995;
13564;0.995;
13565;0.995;
13566;0.995;
13567;0.994;
13568;0.995;
13569;0.994;
13570;0.994;
13571;0.994;
13572;0.994;
13573;0.995;
13574;0.994;
13575;0.994;
13576;0.994;
13577;0.994;
13578;0.994;
13579;0.994;
13580;0.994;
13581;0.994;
13582;0.994;
13583;0.994;
13584;0.994;
13585;0.994;
13586;0.993;
13587;0.993;
13588;0.993;
13589;0.993;
13590;0.993;
13591;0.993;
13592;0.993;
13593;0.993;
13594;0.993;
13595;0.992;
13596;0.993;
13597;0.992;
13598;0.993;
13599;0.992;
13600;0.992;
13601;0.992;
13602;0.992;
13603;0.992;
13604;0.992;
13605;0.992;
13606;0.991;
13607;0.992;
13608;0.991;
13609;0.992;
13610;0.992;
13611;0.992;
13612;0.991;
13613;0.991;
13614;0.992;
13615;0.991;
13616;0.991;
13617;0.991;
13618;0.99;
13619;0.991;
13620;0.991;
13621;0.99;
13622;0.991;
13623;0.989;
13624;0.991;
13625;0.99;
13626;0.99;
13627;0.991;
13628;0.989;
13629;0.99;
13630;0.989;
13631;0.99;
13632;0.99;
13633;0.99;
13634;0.989;
13635;0.989;
13636;0.989;
13637;0.989;
13638;0.989;
13639;0.989;
13640;0.989;
13641;0.989;
13642;0.989;
13643;0.989;
13644;0.989;
13645;0.989;
13646;0.989;
13647;0.988;
13648;0.988;
13649;0.989;
13650;0.988;
13651;0.989;
13652;0.988;
13653;0.988;
13654;0.988;
13655;0.988;
13656;0.988;
13657;0.988;
13658;0.988;
13659;0.988;
13660;0.987;
13661;0.987;
13662;0.987;
13663;0.987;
13664;0.987;
13665;0.988;
13666;0.987;
13667;0.987;
13668;0.987;
13669;0.987;
13670;0.987;
13671;0.986;
13672;0.987;
13673;0.986;
13674;0.985;
13675;0.986;
13676;0.986;
13677;0.986;
13678;0.986;
13679;0.986;
13680;0.986;
13681;0.985;
13682;0.985;
13683;0.986;
13684;0.986;
13685;0.985;
13686;0.986;
13687;0.985;
13688;0.985;
13689;0.985;
13690;0.984;
13691;0.985;
13692;0.984;
13693;0.985;
13694;0.984;
13695;0.984;
13696;0.984;
13697;0.984;
13698;0.983;
13699;0.984;
13700;0.984;
13701;0.984;
13702;0.984;
13703;0.983;
13704;0.984;
13705;0.984;
13706;0.984;
13707;0.983;
13708;0.983;
13709;0.984;
13710;0.983;
13711;0.983;
13712;0.982;
13713;0.983;
13714;0.983;
13715;0.983;
13716;0.982;
13717;0.982;
13718;0.982;
13719;0.982;
13720;0.982;
13721;0.982;
13722;0.982;
13723;0.983;
13724;0.982;
13725;0.981;
13726;0.981;
13727;0.981;
13728;0.981;
13729;0.981;
13730;0.981;
13731;0.981;
13732;0.981;
13733;0.981;
13734;0.98;
13735;0.981;
13736;0.98;
13737;0.981;
13738;0.98;
13739;0.98;
13740;0.981;
13741;0.98;
13742;0.981;
13743;0.98;
13744;0.98;
13745;0.979;
13746;0.98;
13747;0.979;
13748;0.98;
13749;0.98;
13750;0.979;
13751;0.979;
13752;0.978;
13753;0.979;
13754;0.979;
13755;0.979;
13756;0.979;
13757;0.978;
13758;0.978;
13759;0.978;
13760;0.978;
13761;0.978;
13762;0.978;
13763;0.978;
13764;0.978;
13765;0.978;
13766;0.978;
13767;0.977;
13768;0.977;
13769;0.977;
13770;0.978;
13771;0.977;
13772;0.977;
13773;0.977;
13774;0.977;
13775;0.976;
13776;0.977;
13777;0.976;
13778;0.976;
13779;0.976;
13780;0.976;
13781;0.976;
13782;0.977;
13783;0.976;
13784;0.976;
13785;0.976;
13786;0.975;
13787;0.975;
13788;0.975;
13789;0.975;
13790;0.976;
13791;0.975;
13792;0.975;
13793;0.975;
13794;0.975;
13795;0.975;
13796;0.975;
13797;0.975;
13798;0.974;
13799;0.974;
13800;0.974;
13801;0.975;
13802;0.974;
13803;0.975;
13804;0.974;
13805;0.973;
13806;0.974;
13807;0.973;
13808;0.974;
13809;0.973;
13810;0.973;
13811;0.974;
13812;0.974;
13813;0.973;
13814;0.973;
13815;0.973;
13816;0.973;
13817;0.972;
13818;0.972;
13819;0.972;
13820;0.972;
13821;0.972;
13822;0.972;
13823;0.972;
13824;0.972;
13825;0.971;
13826;0.971;
13827;0.972;
13828;0.972;
13829;0.971;
13830;0.972;
13831;0.971;
13832;0.971;
13833;0.971;
13834;0.97;
13835;0.971;
13836;0.971;
13837;0.97;
13838;0.971;
13839;0.97;
13840;0.97;
13841;0.97;
13842;0.971;
13843;0.97;
13844;0.97;
13845;0.97;
13846;0.969;
13847;0.969;
13848;0.969;
13849;0.97;
13850;0.969;
13851;0.969;
13852;0.968;
13853;0.968;
13854;0.968;
13855;0.968;
13856;0.968;
13857;0.968;
13858;0.968;
13859;0.967;
13860;0.967;
13861;0.968;
13862;0.967;
13863;0.966;
13864;0.967;
13865;0.967;
13866;0.967;
13867;0.967;
13868;0.968;
13869;0.967;
13870;0.966;
13871;0.966;
13872;0.966;
13873;0.966;
13874;0.966;
13875;0.966;
13876;0.966;
13877;0.966;
13878;0.965;
13879;0.966;
13880;0.965;
13881;0.966;
13882;0.965;
13883;0.965;
13884;0.964;
13885;0.965;
13886;0.965;
13887;0.965;
13888;0.964;
13889;0.964;
13890;0.964;
13891;0.963;
13892;0.964;
13893;0.963;
13894;0.964;
13895;0.963;
13896;0.963;
13897;0.962;
13898;0.963;
13899;0.963;
13900;0.962;
13901;0.963;
13902;0.962;
13903;0.962;
13904;0.962;
13905;0.962;
13906;0.962;
13907;0.962;
13908;0.962;
13909;0.962;
13910;0.962;
13911;0.961;
13912;0.961;
13913;0.961;
13914;0.961;
13915;0.961;
13916;0.962;
13917;0.961;
13918;0.961;
13919;0.96;
13920;0.96;
13921;0.961;
13922;0.96;
13923;0.959;
13924;0.959;
13925;0.96;
13926;0.959;
13927;0.959;
13928;0.96;
13929;0.959;
13930;0.958;
13931;0.958;
13932;0.959;
13933;0.959;
13934;0.958;
13935;0.959;
13936;0.958;
13937;0.958;
13938;0.958;
13939;0.958;
13940;0.957;
13941;0.958;
13942;0.957;
13943;0.956;
13944;0.957;
13945;0.957;
13946;0.956;
13947;0.956;
13948;0.956;
13949;0.957;
13950;0.956;
13951;0.955;
13952;0.955;
13953;0.956;
13954;0.955;
13955;0.955;
13956;0.955;
13957;0.955;
13958;0.955;
13959;0.955;
13960;0.955;
13961;0.954;
13962;0.954;
13963;0.954;
13964;0.953;
13965;0.953;
13966;0.953;
13967;0.953;
13968;0.953;
13969;0.953;
13970;0.952;
13971;0.953;
13972;0.953;
13973;0.952;
13974;0.952;
13975;0.951;
13976;0.952;
13977;0.952;
13978;0.952;
13979;0.951;
13980;0.951;
13981;0.951;
13982;0.951;
13983;0.95;
13984;0.951;
13985;0.95;
13986;0.95;
13987;0.95;
13988;0.949;
13989;0.95;
13990;0.949;
13991;0.949;
13992;0.949;
13993;0.949;
13994;0.949;
13995;0.949;
13996;0.948;
13997;0.948;
13998;0.948;
13999;0.948;
14000;0.948;
14001;0.948;
14002;0.948;
14003;0.947;
14004;0.947;
14005;0.947;
14006;0.946;
14007;0.947;
14008;0.947;
14009;0.947;
14010;0.947;
14011;0.947;
14012;0.946;
14013;0.946;
14014;0.945;
14015;0.945;
14016;0.945;
14017;0.945;
14018;0.945;
14019;0.944;
14020;0.944;
14021;0.943;
14022;0.943;
14023;0.944;
14024;0.943;
14025;0.943;
14026;0.943;
14027;0.943;
14028;0.942;
14029;0.942;
14030;0.942;
14031;0.942;
14032;0.942;
14033;0.942;
14034;0.941;
14035;0.941;
14036;0.94;
14037;0.941;
14038;0.941;
14039;0.941;
14040;0.94;
14041;0.94;
14042;0.94;
14043;0.94;
14044;0.939;
14045;0.939;
14046;0.939;
14047;0.938;
14048;0.938;
14049;0.939;
14050;0.937;
14051;0.937;
14052;0.938;
14053;0.937;
14054;0.937;
14055;0.936;
14056;0.937;
14057;0.936;
14058;0.935;
14059;0.936;
14060;0.936;
14061;0.935;
14062;0.935;
14063;0.935;
14064;0.935;
14065;0.935;
14066;0.935;
14067;0.934;
14068;0.934;
14069;0.934;
14070;0.933;
14071;0.933;
14072;0.932;
14073;0.933;
14074;0.932;
14075;0.932;
14076;0.932;
14077;0.932;
14078;0.931;
14079;0.931;
14080;0.931;
14081;0.931;
14082;0.93;
14083;0.931;
14084;0.93;
14085;0.929;
14086;0.929;
14087;0.929;
14088;0.929;
14089;0.929;
14090;0.929;
14091;0.928;
14092;0.928;
14093;0.927;
14094;0.926;
14095;0.927;
14096;0.927;
14097;0.926;
14098;0.927;
14099;0.926;
14100;0.925;
14101;0.925;
14102;0.925;
14103;0.925;
14104;0.924;
14105;0.924;
14106;0.924;
14107;0.923;
14108;0.923;
14109;0.924;
14110;0.923;
14111;0.922;
14112;0.922;
14113;0.921;
14114;0.921;
14115;0.921;
14116;0.92;
14117;0.92;
14118;0.92;
14119;0.92;
14120;0.919;
14121;0.918;
14122;0.918;
14123;0.918;
14124;0.918;
14125;0.917;
14126;0.917;
14127;0.917;
14128;0.916;
14129;0.916;
14130;0.915;
14131;0.916;
14132;0.915;
14133;0.914;
14134;0.914;
14135;0.913;
14136;0.913;
14137;0.913;
14138;0.913;
14139;0.912;
14140;0.912;
14141;0.911;
14142;0.911;
14143;0.911;
14144;0.909;
14145;0.909;
14146;0.91;
14147;0.909;
14148;0.908;
14149;0.908;
14150;0.907;
14151;0.906;
14152;0.906;
14153;0.906;
14154;0.905;
14155;0.905;
14156;0.904;
14157;0.903;
14158;0.903;
14159;0.902;
14160;0.902;
14161;0.901;
14162;0.901;
14163;0.9;
14164;0.899;
14165;0.899;
14166;0.898;
14167;0.898;
14168;0.897;
14169;0.896;
14170;0.895;
14171;0.894;
14172;0.894;
14173;0.893;
14174;0.893;
14175;0.892;
14176;0.891;
14177;0.89;
14178;0.89;
14179;0.888;
14180;0.888;
14181;0.887;
14182;0.886;
14183;0.886;
14184;0.885;
14185;0.883;
14186;0.883;
14187;0.882;
14188;0.88;
14189;0.88;
14190;0.878;
14191;0.879;
14192;0.877;
14193;0.876;
14194;0.875;
14195;0.873;
14196;0.873;
14197;0.872;
14198;0.87;
14199;0.869;
14200;0.868;
14201;0.866;
14202;0.866;
14203;0.864;
14204;0.864;
14205;0.862;
14206;0.862;
14207;0.86;
14208;0.859;
14209;0.857;
14210;0.856;
14211;0.854;
14212;0.853;
14213;0.851;
14214;0.851;
14215;0.849;
14216;0.848;
14217;0.846;
14218;0.845;
14219;0.842;
14220;0.841;
14221;0.839;
14222;0.837;
14223;0.836;
14224;0.834;
14225;0.832;
14226;0.829;
14227;0.828;
14228;0.826;
14229;0.824;
14230;0.822;
14231;0.82;
14232;0.818;
14233;0.816;
14234;0.813;
14235;0.811;
14236;0.808;
14237;0.806;
14238;0.803;
14239;0.8;
14240;0.797;
14241;0.793;
14242;0.791;
14243;0.787;
14244;0.783;
14245;0.78;
14246;0.776;
14247;0.772;
14248;0.767;
14249;0.762;
14250;0.758;
14251;0.751;
14252;0.747;
14253;0.74;
14254;0.733;
14255;0.726;
14256;0.719;
14257;0.711;
14258;0.702;
14259;0.692;
